
1.79,-432.71,
-5.83,-432.08,
-14.71,-431.15,
-24.68,-430.14,
-33.72,-429.15,
-42.70,-428.14,
-51.76,-427.14,
-60.78,-426.14,
-69.74,-425.14,
-78.83,-424.14,
-87.91,-423.09,
-96.13,-422.04,

3.96,-424.01,
-4.86,-423.08,
-13.83,-422.08,
-23.75,-421.07,
-31.95,-420.08,
-40.86,-419.07,
-49.85,-417.09,
-58.82,-416.10,
-67.76,-415.10,
-76.84,-414.06,
-85.91,-413.05,
-95.17,-412.01
